property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Apartment,3,1792.0,Tellapur,Hyderabad,1.32,7400.0,New,Unknown,3,1589.68,16.0,2.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Independent House,4,2500.0,Malkajgiri,Hyderabad,2.0,8000.0,Resale,Unknown,4,2217.74,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,1189.0,Bachupally,Hyderabad,0.77,6452.0,New,Unknown,2,1054.76,2.0,1.0,,Unfurnished,East,Car Parking,
Apartment,2,1440.0,Bandlaguda Jagir,Hyderabad,0.98,6825.0,New,Unknown,2,1277.42,1.0,2.0,,Semi-Furnished,East,"Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Full Power Backup, Rain Water Harvesting, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",Gas connection
Apartment,2,1200.0,Malkajgiri,Hyderabad,0.74,6199.0,New,Unknown,2,1064.52,2.0,1.0,,Unfurnished,East,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,2,1200.0,Mokila,Hyderabad,0.54,4500.0,Resale,New Property,2,1064.52,1.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1500.0,Attapur,Hyderabad,1.05,7000.0,New,Unknown,3,1330.65,1.0,2.0,,Unfurnished,East,,
Apartment,2,1250.0,Patancheru,Hyderabad,0.6,4800.0,New,New Property,2,1108.87,3.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Childrens play area, Full Power Backup, Gymnasium",
Apartment,3,1505.0,Tellapur,Hyderabad,1.5,9966.0,New,Unknown,3,1335.08,16.0,1.0,,Unfurnished,South,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",Gas connection
Villa,3,2385.0,Velmala,Hyderabad,1.5,6289.0,Resale,Unknown,3,2115.73,2.0,2.0,,Semi-Furnished,East,"Landscaped Gardens, Multipurpose Room, Cafeteria, Indoor Games, Full Power Backup, Swimming Pool, Gymnasium, Club House, Childrens play area, Shopping Mall",
Apartment,2,1400.0,Hafeezpet,Hyderabad,0.84,5999.0,New,Unknown,2,1241.94,7.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, 24 X 7 Security, Cafeteria, Indoor Games, Childrens play area, Full Power Backup, Club House, Vaastu Compliant",
Independent House,2,3250.0,Kavadiguda,Hyderabad,5.25,16153.0,Resale,Unknown,2,2883.06,2.0,1.0,,Unfurnished,North,,
Villa,3,2000.0,Balapur,Hyderabad,1.5,7500.0,Resale,Unknown,3,1774.19,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1178.0,Sainikpuri,Hyderabad,0.58,4923.0,Resale,Unknown,2,1045.0,2.0,1.0,,Unfurnished,East,,
Independent House,4,3569.0,Tellapur,Hyderabad,2.64,7400.0,New,Unknown,4,3166.05,2.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,2,1190.0,Bowrampet,Hyderabad,0.57,4789.0,New,Unknown,2,1055.65,2.0,1.0,,Semi-Furnished,East,,
Villa,3,2195.0,Dundigal,Hyderabad,1.2,5500.0,New,Unknown,3,1947.18,2.0,1.0,,Unfurnished,East,"Jogging Track, Indoor Games, Swimming Pool, Club House, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,3,1467.0,Uppal Kalan,Hyderabad,0.69,4700.0,New,Unknown,3,1301.37,6.0,1.0,,Unfurnished,North,"Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security",
Apartment,2,1290.0,Gopanpally,Hyderabad,1.28,9922.0,New,New Property,2,1144.35,2.0,1.0,,Semi-Furnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Golf Course, Club House, Swimming Pool, Multipurpose Room, Rain Water Harvesting, Cafeteria, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Gas connection
Apartment,3,1811.0,Nallakunta,Hyderabad,1.3,7178.0,New,Unknown,3,1606.53,5.0,1.0,,Semi-Furnished,East,,
Apartment,4,3660.0,Puppalaguda,Hyderabad,2.5,6830.0,New,Moderately New Property,4,3246.77,4.0,1.0,,Unfurnished,South,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Gas connection, AC"
Apartment,3,1870.0,Hitech City,Hyderabad,2.2,11764.0,New,New Property,3,1658.87,2.0,1.0,,Unfurnished,East,"Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Gas connection
Apartment,2,1175.0,Gandi Maisamma,Hyderabad,0.63,5400.0,New,Unknown,2,1042.34,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,2020.0,Bandlaguda Jagir,Hyderabad,1.01,5000.0,New,Moderately New Property,3,1791.94,8.0,2.0,pooja room,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Childrens play area, Staff Quarter, Club House, Swimming Pool, Hospital, School, Shopping Mall, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Independent House,4,6500.0,Uppal,Hyderabad,2.65,4076.0,Resale,Unknown,5,5766.13,2.0,1.0,,Semi-Furnished,North,Lift(s),"BED, Dining Table, AC"
Apartment,3,1665.0,Kollur,Hyderabad,0.66,3980.0,Resale,Unknown,3,1477.02,6.0,2.0,,Unfurnished,East,"Sports Facility, ATM, Indoor Games, 24 X 7 Security, Landscaped Gardens, Rain Water Harvesting, Intercom, Jogging Track, Childrens play area, Full Power Backup, Swimming Pool, Gymnasium, Club House",
Apartment,2,1204.0,Hafeezpet,Hyderabad,0.85,7069.0,New,Unknown,2,1068.06,8.0,1.0,,Semi-Furnished,West,Lift(s),
Apartment,3,1520.0,Nallakunta,Hyderabad,0.7,4593.0,Resale,Old Property,3,1348.39,5.0,2.0,,Unfurnished,East,"Car Parking, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,2102.0,Kukatpally,Hyderabad,1.42,6780.0,New,Unknown,3,1864.68,4.0,1.0,,Unfurnished,East,"Jogging Track, Club House, Childrens play area",
Apartment,4,3939.0,Nanakramguda,Hyderabad,3.6,9139.0,New,Unknown,4,3494.27,8.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1900.0,Kollur,Hyderabad,1.08,5700.0,Resale,Moderately New Property,3,1685.48,6.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,3000.0,Kismatpur,Hyderabad,4.25,14166.0,New,New Property,4,2661.29,2.0,1.0,pooja room,Unfurnished,East,Car Parking,
Villa,5,3300.0,Ramachandrapuram,Hyderabad,1.9,5757.0,New,Unknown,5,2927.42,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1950.0,Kondapur,Hyderabad,1.26,6510.0,New,Unknown,2,1729.84,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), 24 X 7 Security, School, Indoor Games, Childrens play area, Gymnasium",
Independent House,2,1250.0,Rampally,Hyderabad,0.78,6240.0,New,Unknown,2,1108.87,2.0,1.0,,Unfurnished,East,,
Apartment,3,1710.0,Nanakramguda,Hyderabad,1.49,8713.0,Resale,Unknown,4,1516.94,11.0,1.0,,Semi-Furnished,NorthEast,"Swimming Pool, Lift(s), Cafeteria, Intercom, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, Club House, Sports Facility",
Apartment,3,1840.0,Bandlaguda Jagir,Hyderabad,1.28,6956.0,New,Unknown,2,1632.26,7.0,2.0,,Semi-Furnished,East,"Swimming Pool, Landscaped Gardens, Lift(s), Full Power Backup, Rain Water Harvesting, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,2,1240.0,Isnapur,Hyderabad,0.5,4000.0,New,Unknown,2,1100.0,4.0,1.0,,Furnished,East,,Wardrobe
Apartment,2,1350.0,Kukatpally,Hyderabad,0.66,4900.0,New,Unknown,2,1197.58,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1270.0,Nallagandla Gachibowli,Hyderabad,0.74,5856.0,New,New Property,2,1126.61,8.0,1.0,,Unfurnished,West,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Wifi
Apartment,3,1515.0,Kompally,Hyderabad,0.79,5199.0,New,Unknown,3,1343.95,1.0,2.0,,Unfurnished,East,"Car Parking, Childrens play area, Club House",
Apartment,3,1950.0,Pragathi Nagar Kukatpally,Hyderabad,1.23,6355.0,New,Unknown,2,1729.84,1.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Multipurpose Room, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, Full Power Backup",
Villa,3,2998.0,Ibrahimpatnam,Hyderabad,1.5,5003.0,New,Unknown,4,2659.52,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1625.0,Kollur,Hyderabad,0.78,4799.0,New,Unknown,3,1441.53,6.0,1.0,,Unfurnished,East,"Indoor Games, Swimming Pool, Car Parking",
Apartment,3,1900.0,Manikonda,Hyderabad,0.8,4200.0,New,Moderately New Property,3,1685.48,3.0,1.0,pooja room,Unfurnished,East,,
Apartment,3,1760.0,Malkajgiri,Hyderabad,1.09,6199.0,New,Unknown,3,1561.29,5.0,1.0,,Unfurnished,East,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, 24 X 7 Security, Gymnasium",
Villa,4,2803.0,Ramachandrapuram,Hyderabad,1.55,5549.0,New,Unknown,3,2486.53,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1720.0,Kondapur,Hyderabad,1.5,8720.0,Resale,Unknown,3,1525.81,5.0,2.0,,Furnished,North,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,2090.0,Kokapet,Hyderabad,1.04,5000.0,New,Unknown,3,1854.03,0.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Staff Quarter, Intercom, Indoor Games, Vaastu Compliant, Car Parking, Club House, Childrens play area",
Apartment,3,1650.0,Bachupally,Hyderabad,0.87,5300.0,New,Unknown,3,1463.71,2.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Apartment,3,2100.0,Kondapur,Hyderabad,0.99,4700.0,New,Unknown,3,1862.9,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1775.0,Bachupally,Hyderabad,0.66,3718.0,New,Unknown,2,1574.6,2.0,1.0,,Unfurnished,East,,
Villa,3,4013.0,Kismatpur,Hyderabad,6.62,16500.0,New,Unknown,3,3559.92,2.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,4,2400.0,Nizampet,Hyderabad,3.2,13333.0,Resale,Old Property,3,2129.03,2.0,1.0,,Unfurnished,West,,
Apartment,2,1250.0,Aminpur,Hyderabad,0.61,4900.0,New,Unknown,2,1108.87,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Childrens play area, Full Power Backup, Lift(s)",
Apartment,2,1150.0,Osman Nagar,Hyderabad,0.63,5500.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1250.0,Narsingi,Hyderabad,0.78,6240.0,New,Unknown,2,1108.87,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1690.0,Bachupally,Hyderabad,0.63,3727.0,New,Unknown,2,1499.19,2.0,3.0,,Unfurnished,East,,
Apartment,2,1175.0,Dilsukh Nagar,Hyderabad,0.95,8085.0,New,Unknown,2,1042.34,1.0,1.0,,Unfurnished,East,"Intercom, Full Power Backup, Lift(s)",
Apartment,3,2035.0,Manikonda,Hyderabad,1.52,7500.0,New,Unknown,3,1805.24,11.0,1.0,,Unfurnished,East,"Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Apartment,3,2191.0,Kondapur,Hyderabad,2.2,10053.0,New,Unknown,3,1943.63,5.0,3.0,,Unfurnished,East,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Multipurpose Room, Rain Water Harvesting, Cafeteria, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Villa,4,3632.0,Kollur,Hyderabad,5.2,14317.0,Resale,New Property,5,3221.94,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Shopping Mall, Car Parking, ATM, Jogging Track, 24 X 7 Security, Vaastu Compliant, Multipurpose Room, Rain Water Harvesting, Cafeteria, Intercom, Club House, Childrens play area, Full Power Backup, Gymnasium",
Independent House,2,1080.0,As Rao Nagar,Hyderabad,0.7,6481.0,Resale,Old Property,2,958.06,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Landscaped Gardens",Sofa
Apartment,2,1209.0,Manikonda,Hyderabad,0.51,4200.0,New,Moderately New Property,2,1072.5,3.0,1.0,,Unfurnished,East,,
Apartment,3,1333.0,Aminpur,Hyderabad,0.87,6500.0,New,Unknown,2,1182.5,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1330.0,Miyapur,Hyderabad,1.31,9857.0,New,Unknown,2,1179.84,3.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Golf Course, Swimming Pool, Full Power Backup, Club House, Childrens play area, 24 X 7 Security",
Apartment,2,1230.0,Gajularamaram,Hyderabad,0.68,5500.0,New,Moderately New Property,1,1091.13,1.0,1.0,,Unfurnished,North,,
Apartment,2,1045.0,Pragathi Nagar,Hyderabad,0.43,4114.0,Resale,Moderately New Property,2,927.02,2.0,2.0,,Semi-Furnished,East,"Car Parking, 24 X 7 Security",Wardrobe
Independent House,2,1250.0,Indresham,Hyderabad,0.95,7600.0,New,New Property,3,1108.87,2.0,1.0,pooja room,Unfurnished,East,,
Apartment,2,1120.0,Gajularamaram,Hyderabad,0.62,5512.0,New,Moderately New Property,2,993.55,1.0,1.0,,Unfurnished,East,,
Villa,3,3558.0,Kollur,Hyderabad,2.84,7999.0,New,Unknown,3,3156.29,2.0,1.0,,Unfurnished,East,,
Apartment,4,2800.0,Kondapur,Hyderabad,1.68,6000.0,New,Unknown,4,2483.87,2.0,4.0,,Unfurnished,East,,
Apartment,2,1020.0,Miyapur,Hyderabad,0.49,4800.0,New,New Property,2,904.84,5.0,2.0,,Unfurnished,East,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1560.0,Bachupally,Hyderabad,1.05,6790.0,New,New Property,3,1383.87,2.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Indoor Games, Full Power Backup, Vaastu Compliant, Cafeteria, Intercom, Maintenance Staff, Jogging Track, Club House, Childrens play area, Car Parking, Gymnasium",
Villa,3,1500.0,Annojiguda,Hyderabad,2.0,13333.0,New,New Property,3,1330.65,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1055.0,Medchal,Hyderabad,0.34,3222.0,New,Unknown,2,935.89,1.0,1.0,,Unfurnished,West,"Rain Water Harvesting, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,2,1155.0,Serilingampally,Hyderabad,0.55,4787.0,Resale,Moderately New Property,2,1024.6,1.0,1.0,study room,Unfurnished,West,"Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)","Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1086.0,Nallakunta,Hyderabad,0.6,5524.0,Resale,Unknown,2,963.39,1.0,1.0,,Semi-Furnished,East,,
Apartment,3,2644.0,Saroor Nagar,Hyderabad,0.83,3125.0,New,Unknown,3,2345.48,6.0,1.0,,Unfurnished,South,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security","Gas connection, Dining Table, Wifi, Washing Machine, Sofa, Refrigerator"
Apartment,3,1610.0,Bachupally,Hyderabad,0.93,5799.0,New,Unknown,3,1428.23,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1268.0,Nizampet,Hyderabad,0.78,6151.0,New,Unknown,2,1124.84,2.0,1.0,,Unfurnished,East,,
Apartment,2,1300.0,Beeramguda,Hyderabad,0.58,4500.0,New,Unknown,2,1153.23,4.0,1.0,,Unfurnished,East,"Car Parking, Full Power Backup",
Apartment,2,1235.0,Jeedimetla,Hyderabad,0.75,6054.0,New,Unknown,2,1095.56,4.0,1.0,,Unfurnished,West,"Gymnasium, Rain Water Harvesting, Car Parking, Lift(s), 24 X 7 Security, Intercom, Maintenance Staff, Jogging Track, Indoor Games, Childrens play area, Full Power Backup, Club House, Vaastu Compliant",
Apartment,3,2356.0,Kondapur,Hyderabad,1.22,5199.0,New,Unknown,3,2090.0,5.0,1.0,,Unfurnished,East,Full Power Backup,
Apartment,3,1514.0,Puppalaguda,Hyderabad,1.66,11000.0,New,Unknown,2,1343.06,4.0,2.0,,Unfurnished,North,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",Gas connection
Villa,4,2700.0,Patighanpur,Hyderabad,3.23,11999.0,New,Unknown,2,2395.16,2.0,1.0,,Unfurnished,East,"Rain Water Harvesting, Indoor Games, Full Power Backup, Club House, 24 X 7 Security, Lift(s)",
Apartment,3,1675.0,Osman Nagar,Hyderabad,1.0,6000.0,New,Unknown,3,1485.89,3.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,1595.0,Kollur,Hyderabad,0.96,5999.0,New,Unknown,3,1414.92,6.0,2.0,,Unfurnished,East,"Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Landscaped Gardens, Multipurpose Room, Cafeteria, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,3,1575.0,Miyapur,Hyderabad,0.91,5800.0,New,Unknown,1,1397.18,7.0,1.0,,Unfurnished,South,"Gymnasium, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,1629.0,Bachupally,Hyderabad,1.12,6899.0,New,Unknown,3,1445.08,2.0,1.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1000.0,Kokapet,Hyderabad,0.37,3680.0,New,Unknown,2,887.1,5.0,1.0,,Furnished,East,,
Villa,4,3882.0,Kondapur,Hyderabad,1.73,4461.0,Resale,Moderately New Property,4,3443.71,2.0,1.0,"servant room, pooja room",Unfurnished,East,"Car Parking, Multipurpose Room, Indoor Games, Lift(s), Jogging Track, 24 X 7 Security, Vaastu Compliant, Rain Water Harvesting, Cafeteria, Intercom, Maintenance Staff, Club House, Childrens play area, Full Power Backup, Swimming Pool, Gymnasium","Gas connection, Dining Table, Washing Machine, Sofa, Refrigerator"
Apartment,1,650.0,Patancheru,Hyderabad,0.34,5230.0,New,New Property,1,576.61,3.0,1.0,,Unfurnished,East,,
Apartment,3,2200.0,Banjara Hills,Hyderabad,0.87,3942.0,Resale,Old Property,3,1951.61,5.0,2.0,,Unfurnished,NorthEast,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Wifi, Washing Machine, Sofa, Refrigerator"
Apartment,3,1800.0,Bachupally,Hyderabad,0.83,4611.0,New,Unknown,3,1596.77,2.0,1.0,,Unfurnished,East,,
Apartment,3,1440.0,Tellapur,Hyderabad,1.0,7000.0,New,New Property,3,1277.42,3.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House",
Apartment,3,1800.0,Kukatpally,Hyderabad,1.63,9055.0,Resale,Moderately New Property,3,1596.77,12.0,2.0,pooja room,Semi-Furnished,West,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Wardrobe
Apartment,2,1315.0,Bachupally,Hyderabad,0.82,6250.0,New,Unknown,2,1166.53,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Intercom, Indoor Games, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area",
Apartment,2,1100.0,Aminpur,Hyderabad,0.58,5272.0,New,Unknown,2,975.81,2.0,1.0,,Unfurnished,NorthEast,,
Villa,3,3105.0,Adibatla,Hyderabad,1.7,5475.0,New,Unknown,2,2754.44,2.0,1.0,,Semi-Furnished,East,,
Villa,3,2100.0,Nandigam,Hyderabad,0.88,4190.0,New,Unknown,3,1862.9,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,5200.0,Narsingi,Hyderabad,11.0,21153.0,New,Unknown,4,4612.9,2.0,1.0,,Unfurnished,East,,
Villa,3,2260.0,Suraram,Hyderabad,1.69,7500.0,New,Unknown,3,2004.84,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1760.0,Kompally,Hyderabad,1.05,6000.0,New,New Property,3,1561.29,1.0,1.0,,Unfurnished,East,"Multipurpose Room, Rain Water Harvesting, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Childrens play area, Swimming Pool",
Apartment,2,1263.0,Tellapur,Hyderabad,0.91,7199.0,New,Unknown,2,1120.4,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1500.0,Gaddi Annaram,Hyderabad,1.1,7333.0,Resale,Moderately New Property,3,1330.65,5.0,2.0,,Semi-Furnished,East,,
Apartment,2,1150.0,Gachibowli,Hyderabad,0.55,4782.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,North,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Washing Machine
Apartment,2,1000.0,Seethaphal Mandi,Hyderabad,0.63,6300.0,Resale,Old Property,2,887.1,1.0,2.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Sofa
Apartment,3,1770.0,Nanakramguda,Hyderabad,1.13,6400.0,New,Unknown,3,1570.16,17.0,2.0,,Unfurnished,East,"Hospital, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Gymnasium, School, Multipurpose Room, Rain Water Harvesting, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,2,1234.0,Kollur,Hyderabad,0.52,4200.0,New,New Property,2,1094.68,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Shopping Mall, Multipurpose Room, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1935.0,Kokapet,Hyderabad,1.65,8527.0,New,Unknown,3,1716.53,0.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Gas connection
Apartment,3,3005.0,Hitech City,Hyderabad,2.7,8999.0,New,Unknown,3,2665.73,2.0,1.0,,Unfurnished,East,"Gymnasium, Club House",
Independent House,4,2400.0,Bairagiguda,Hyderabad,1.9,7916.0,New,Moderately New Property,4,2129.03,2.0,1.0,,Unfurnished,East,,
