property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Apartment,3,1834.0,My Home Avatar,Manikonda,Hyderabad,2.55,13904.0,Ready to move,Resale,No,New Property,3.0,1626.94,,,,,No Deposit,Semi-Furnished,East,,,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Childrens play area, Hospital, Multipurpose Room, Intercom, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium","Gas connection, AC"
Independent House,5,3000.0,,Quthbullapur,Hyderabad,1.75,5833.0,Ready to move,New,No,Unknown,5.0,2661.29,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1148.0,Pride Palmyra Meadows,Jeedimetla,Hyderabad,0.6,5199.0,Under Construction,New,No,Unknown,,1018.39,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Full Power Backup, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Lift(s)",
Apartment,3,1840.0,My Home Tridasa,Tellapur,Hyderabad,1.85,10054.0,Ready to move,Resale,No,Unknown,3.0,1632.26,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,1740.0,My Home Vihanga,Gachibowli,Hyderabad,1.85,10632.0,Ready to move,Resale,No,Moderately New Property,3.0,1543.55,2.0,500000.0,,pooja room,No Deposit,Semi-Furnished,West,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Gymnasium, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Swimming Pool, Club House, 24 X 7 Security, Car Parking, Sports Facility",Wardrobe
Independent House,2,1080.0,,As Rao Nagar,Hyderabad,1.2,11111.0,Ready to move,Resale,Yes,Old Property,2.0,958.06,,1000000.0,1.0,,No Deposit,Unfurnished,West,Road View,Freehold,Car Parking,
Apartment,3,1980.0,,Nanakramguda,Hyderabad,2.35,11868.0,Under Construction,Resale,No,Unknown,3.0,1756.45,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1000.0,,Kollur,Hyderabad,0.39,3900.0,Under Construction,New,Yes,Unknown,2.0,887.1,3.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Sofa
Apartment,3,2105.0,,Kukatpally,Hyderabad,1.26,5985.0,Under Construction,New,No,Unknown,3.0,1867.34,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,2100.0,,Patancheru,Hyderabad,0.9,4304.0,Under Construction,New,No,Unknown,4.0,1862.9,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,4,5185.0,Sri The Marquise,Kokapet,Hyderabad,5.96,11500.0,Under Construction,New,No,Unknown,4.0,4599.6,,,,,No Deposit,Unfurnished,North,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,2,1160.0,,Patancheru,Hyderabad,0.55,4741.0,Under Construction,New,No,Unknown,2.0,1029.03,10.0,100000.0,2.0,,No Deposit,Unfurnished,East,"Corner, Garden View, Pool View, Road View",Freehold,,
Apartment,2,1300.0,Vasavi Sarovar,Moosapet,Hyderabad,0.71,5500.0,Under Construction,New,No,Unknown,2.0,1153.23,,,,,No Deposit,Unfurnished,East,,,"Rain Water Harvesting, Jogging Track, Indoor Games, Swimming Pool, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup, Gymnasium",
Apartment,3,1700.0,,Velimela,Hyderabad,0.59,3470.0,Under Construction,New,No,Unknown,3.0,1508.06,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,2418.0,,Adibatla,Hyderabad,2.35,9718.0,Ready to move,New,No,Unknown,3.0,2145.0,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,1770.0,Suvidha Projects Bhongir,Bhongir,Hyderabad,0.79,4435.0,Ready to move,Resale,Yes,Unknown,3.0,1570.16,,75000.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Maintenance Staff, Car Parking, Vaastu Compliant, Childrens play area, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1145.0,,Pragathi Nagar,Hyderabad,0.57,5000.0,Ready to move,New,Yes,New Property,2.0,1015.73,3.0,500000.0,,,No Deposit,Unfurnished,East,Road View,Freehold,"Landscaped Gardens, Lift(s), Car Parking, 24 X 7 Security, Full Power Backup",Gas connection
Apartment,2,1251.0,,Narsingi,Hyderabad,0.88,6999.0,Under Construction,Resale,No,Unknown,2.0,1109.76,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1540.0,,Nizampet,Hyderabad,0.91,5900.0,Under Construction,New,No,Unknown,3.0,1366.13,,,,,No Deposit,Unfurnished,East,,,,
Independent House,4,2400.0,,As Rao Nagar,Hyderabad,1.4,5833.0,Ready to move,New,No,Moderately New Property,5.0,2129.03,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1200.0,,Pragathi Nagar Kukatpally,Hyderabad,0.54,4500.0,Under Construction,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,2000.0,,Bongloor,Hyderabad,1.28,6434.0,Under Construction,New,No,Unknown,3.0,1774.19,,,,,No Deposit,Unfurnished,East,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,2,1100.0,,Manikonda,Hyderabad,0.66,6000.0,Under Construction,New,No,Unknown,2.0,975.81,,,,,No Deposit,Unfurnished,North,,,,
Apartment,2,1022.0,,Bandlaguda Jagir,Hyderabad,0.57,5577.0,Ready to move,New,No,Unknown,2.0,906.61,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1300.0,,Bachupally,Hyderabad,0.78,6000.0,Under Construction,New,No,Unknown,2.0,1153.23,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,910.0,,Pati,Hyderabad,0.54,5934.0,Ready to move,New,No,Moderately New Property,2.0,807.26,,,,,No Deposit,Unfurnished,East,,,"Sports Facility, Gymnasium, Childrens play area, Full Power Backup, Lift(s)",
Villa,5,4300.0,,Mokila,Hyderabad,2.62,6093.0,Under Construction,New,Yes,Unknown,5.0,3814.52,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Independent House,2,1100.0,,Beeramguda,Hyderabad,0.87,7909.0,Ready to move,New,Yes,New Property,5.0,975.81,,50000.0,1.0,pooja room,No Deposit,Unfurnished,East,,Freehold,,
Apartment,2,1155.0,,Tarnaka,Hyderabad,0.62,5367.0,Ready to move,Resale,No,Unknown,2.0,1024.6,,,,,No Deposit,Semi-Furnished,West,,,,
Apartment,2,900.0,,Cherlapalli,Hyderabad,0.43,4800.0,Under Construction,New,No,Unknown,2.0,798.39,,,,,No Deposit,Semi-Furnished,,,,"Full Power Backup, Lift(s)",
Apartment,3,2100.0,,Gachibowli,Hyderabad,1.93,9190.0,Ready to move,New,No,Unknown,3.0,1862.9,,,,,No Deposit,Semi-Furnished,East,,,,
Villa,4,3950.0,Rsr The Garden View Villas,Kollur,Hyderabad,3.5,8860.0,Under Construction,New,No,Unknown,4.0,3504.03,,,,,No Deposit,Semi-Furnished,NorthEast,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1547.0,Aakriti Cyan,Tellapur,Hyderabad,1.0,6499.0,Under Construction,New,No,Unknown,,1372.34,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Indoor Games, Swimming Pool, Childrens play area, Gymnasium",
Apartment,2,1220.0,V N Vijaya Vihar Homes,Sultanpur,Hyderabad,0.62,5043.0,Under Construction,New,Yes,Unknown,3.0,1082.26,,74800.0,,"study room, servant room, pooja room",No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Club House, Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Villa,4,2130.0,Elemental Village,Patancheru,Hyderabad,1.9,8920.0,Under Construction,New,No,Unknown,4.0,1889.52,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Intercom, Jogging Track, Indoor Games, Sports Facility, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,3,1901.0,Smr Smr Vinay Iconia Phase Ii Block 1A Block 1B,Kondapur,Hyderabad,1.36,7200.0,Under Construction,New,Yes,Unknown,3.0,1686.37,16.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Lift(s), Intercom, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,2,1260.0,,Chandanagar,Hyderabad,0.51,4047.0,Ready to move,New,No,New Property,2.0,1117.74,10.0,50000.0,2.0,pooja room,No Deposit,Semi-Furnished,East,,,,
Apartment,3,1755.0,,Kollur,Hyderabad,0.74,4200.0,Under Construction,New,No,Unknown,3.0,1556.85,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1100.0,,Kondapur,Hyderabad,1.0,9090.0,Ready to move,Resale,Yes,New Property,2.0,975.81,2.0,1000000.0,1.0,pooja room,No Deposit,Unfurnished,North,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,5,3420.0,,Jubilee Hills,Hyderabad,6.3,18421.0,Ready to move,Resale,Yes,New Property,5.0,3033.87,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1575.0,Saanvi Aranya Homes,Neknampur,Hyderabad,1.07,6793.0,Ready to move,New,No,Unknown,2.0,1397.18,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1520.0,,Suchitra,Hyderabad,0.76,5000.0,Ready to move,New,No,Unknown,3.0,1348.39,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1875.0,,Puppalaguda,Hyderabad,1.21,6500.0,Under Construction,New,No,Unknown,3.0,1663.31,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1000.0,,Boduppal,Hyderabad,0.45,4500.0,Ready to move,New,Yes,Moderately New Property,2.0,887.1,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,East,Garden View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,2,1210.0,,Nanakramguda,Hyderabad,0.49,4049.0,Under Construction,New,Yes,Unknown,2.0,1073.39,2.0,500000.0,2.0,pooja room,No Deposit,Semi-Furnished,North,Garden View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,2,1300.0,,Chandanagar,Hyderabad,0.45,3461.0,Under Construction,New,Yes,Unknown,2.0,1153.23,1.0,500000.0,2.0,pooja room,No Deposit,Semi-Furnished,North,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Villa,4,3613.0,Rsr The Garden View Villas 2,Nandigam,Hyderabad,1.98,5500.0,Under Construction,New,No,Unknown,4.0,3205.08,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,900.0,Suchirindia Timber Leaf,Shamshabad,Hyderabad,0.6,6666.0,Ready to move,New,Yes,Moderately New Property,2.0,798.39,2.0,500000.0,1.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,East,"Corner, Garden View, Pool View, Road View",Co-Operative Society,"Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,2,1175.0,,Dammaiguda,Hyderabad,0.54,4595.0,Ready to move,New,No,Unknown,2.0,1042.34,,,,,No Deposit,Unfurnished,East,,,,
Apartment,4,3600.0,,Banjara Hills,Hyderabad,4.0,11111.0,Ready to move,Resale,No,Unknown,5.0,3193.55,,,,,No Deposit,Semi-Furnished,,,,,
Independent House,4,2700.0,,Pragathi Nagar Kukatpally,Hyderabad,3.0,11111.0,Ready to move,Resale,No,Moderately New Property,4.0,2395.16,,,,,No Deposit,Semi-Furnished,North,,,,
Apartment,3,1960.0,Jaswitha Luxor,Kokapet,Hyderabad,1.56,7959.0,Ready to move,New,No,New Property,3.0,1738.71,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Car Parking, Rain Water Harvesting, Full Power Backup, Intercom, Maintenance Staff, Indoor Games, 24 X 7 Security, Childrens play area, Gymnasium, Club House, Vaastu Compliant",
Apartment,3,1875.0,,Manikonda,Hyderabad,1.2,6400.0,Under Construction,New,No,Unknown,3.0,1663.31,,,,,No Deposit,Semi-Furnished,East,,,,
Villa,4,3610.0,Bensup The Sanctuary,Gundlapochampally,Hyderabad,2.53,7018.0,Under Construction,New,No,Unknown,,3202.42,,,,,No Deposit,Unfurnished,,,,"Club House, Childrens play area",
Apartment,2,1430.0,,Nagulapalli,Hyderabad,0.49,3426.0,Under Construction,New,No,Unknown,2.0,1268.55,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,2300.0,Bscpl Bollineni Bion,Kondapur,Hyderabad,3.49,15173.0,Ready to move,Resale,No,Unknown,3.0,2040.32,,,,,No Deposit,Semi-Furnished,West,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Villa,3,2298.0,Pnr Meadows,Kompally,Hyderabad,1.07,4680.0,Ready to move,Resale,Yes,Old Property,3.0,2038.55,,97000.0,,,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Sports Facility, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Cafeteria, Golf Course, Intercom, Childrens play area, Car Parking, Swimming Pool, Gymnasium, Club House","Gas connection, Dining Table, Sofa, Refrigerator"
Villa,5,5500.0,,Jubilee Hills,Hyderabad,14.5,26363.0,Ready to move,Resale,No,Unknown,4.0,4879.03,,,,,No Deposit,Furnished,West,,,,
Villa,4,4241.0,Vessella Woods,Kondapur,Hyderabad,8.48,20000.0,Ready to move,Resale,No,New Property,4.0,3762.18,,,,,No Deposit,Unfurnished,West,,,"Car Parking, Multipurpose Room, Swimming Pool, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Independent House,2,1250.0,,Ameenpur,Hyderabad,1.6,12800.0,Under Construction,New,Yes,Unknown,2.0,1108.87,,1000000.0,1.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Car Parking, Vaastu Compliant",
Apartment,2,970.0,,Old Alwal,Hyderabad,0.5,5154.0,Ready to move,Resale,No,New Property,2.0,860.48,3.0,100000.0,1.0,,No Deposit,Unfurnished,West,,Freehold,Car Parking,
Apartment,3,1600.0,,Ameenpur,Hyderabad,0.77,4799.0,Under Construction,New,Yes,Unknown,3.0,1419.35,5.0,500000.0,2.0,"servant room, pooja room",No Deposit,Unfurnished,West,,,,
Apartment,4,5999.0,,Madhapur,Hyderabad,6.59,11000.0,Ready to move,New,No,Unknown,4.0,5321.69,,,,,No Deposit,Furnished,East,,,,
Apartment,2,1150.0,,Ameenpur,Hyderabad,5.27,45868.0,Under Construction,New,Yes,Unknown,2.0,1020.16,1.0,500000.0,2.0,,No Deposit,Unfurnished,West,Road View,Freehold,"Rain Water Harvesting, Intercom, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1015.0,,Manikonda,Hyderabad,0.7,6896.0,Ready to move,New,No,Unknown,2.0,900.4,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1160.0,,Chandanagar,Hyderabad,0.52,4500.0,Under Construction,New,No,Unknown,2.0,1029.03,2.0,500000.0,2.0,,No Deposit,Unfurnished,NorthEast,"Corner, Garden View, Pool View, Road View",Freehold,,
Apartment,2,1215.0,,Bongloor,Hyderabad,0.52,4300.0,Ready to move,New,No,Unknown,2.0,1077.82,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,3900.0,,Velimela,Hyderabad,2.5,6410.0,Under Construction,New,No,Unknown,3.0,3459.68,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1755.0,Vasavi Gp Trends,Nanakramguda,Hyderabad,1.12,6400.0,Under Construction,New,Yes,Unknown,3.0,1556.85,12.0,,,,No Deposit,Unfurnished,,,Freehold,"Hospital, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Gymnasium, School, Multipurpose Room, Rain Water Harvesting, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Independent House,2,1800.0,,Nizampet Road,Hyderabad,2.6,14444.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1596.77,,200000.0,1.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,East,"Corner, Garden View, Pool View, Road View",Co-Operative Society,"Maintenance Staff, ATM, Intercom, Lift(s), Golf Course, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Staff Quarter, Swimming Pool, Multipurpose Room, Indoor Games, Car Parking, Hospital, School, Shopping Mall, Landscaped Gardens, 24 X 7 Security, Jogging Track, Sports Facility, Gymnasium, Vaastu Compliant","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Wifi, Wardrobe, Sofa, Refrigerator, TV"
Villa,3,2340.0,,Kollur,Hyderabad,1.12,4800.0,Under Construction,New,No,Unknown,3.0,2075.81,,,,,No Deposit,Unfurnished,East,,,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Apartment,2,1280.0,,Aminpur,Hyderabad,0.63,4900.0,Under Construction,New,No,Unknown,2.0,1135.48,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",
Apartment,4,2155.0,Verdant Bayleaf,Manchirevula,Hyderabad,1.46,6800.0,Under Construction,New,No,Unknown,,1911.69,,,,,No Deposit,Unfurnished,,,,Car Parking,
Apartment,3,2298.0,,Kondapur,Hyderabad,1.56,6801.0,Under Construction,New,No,Unknown,3.0,2038.55,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Villa,3,3372.0,Ar Anmol Anmol Alpine Vistas,Patancheru,Hyderabad,2.52,7500.0,Ready to move,New,No,New Property,,2991.29,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Landscaped Gardens, Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,3,2435.0,Sri Aditya Athena,Manikonda,Hyderabad,1.88,7750.0,Under Construction,New,Yes,Unknown,3.0,2160.08,15.0,,,pooja room,No Deposit,Unfurnished,,,Freehold,"Landscaped Gardens, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, 24 X 7 Security, Car Parking, Swimming Pool, Gymnasium",
Apartment,3,2366.0,Smr Smr Vinay Iconia Phase Ii Block 1A Block 1B,Kondapur,Hyderabad,1.7,7200.0,Under Construction,New,Yes,Unknown,3.0,2098.87,15.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Lift(s), Intercom, Indoor Games, Full Power Backup, Gymnasium, Club House, Childrens play area, 24 X 7 Security",
Apartment,2,975.0,,Kompally,Hyderabad,0.46,4717.0,Ready to move,Resale,No,Unknown,2.0,864.92,,,,,No Deposit,Unfurnished,East,,,"Full Power Backup, Lift(s)",Gas connection
Apartment,3,1580.0,Sr Rain Forest,Neknampur,Hyderabad,1.1,7000.0,Under Construction,New,No,Unknown,3.0,1401.61,,,,,No Deposit,Unfurnished,East,,,Full Power Backup,
Villa,4,3431.0,Siri Sampada Serene Villas,Manneguda,Hyderabad,6.0,17487.0,Under Construction,New,No,Unknown,3.0,3043.63,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Lift(s), Intercom, Indoor Games, Sports Facility, Full Power Backup, Gymnasium, Club House, Childrens play area",Gas connection
Apartment,2,973.0,Sri Sri Gruhanirman Aero City,Bongloor,Hyderabad,0.44,4500.0,Ready to move,New,No,New Property,2.0,863.15,,,,,No Deposit,Unfurnished,,,,"Jogging Track, Swimming Pool, Car Parking, Childrens play area, Club House",
Apartment,3,1921.0,,Tellapur,Hyderabad,0.63,3279.0,Under Construction,New,No,Unknown,3.0,1704.11,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1290.0,,Ahmedguda,Hyderabad,0.67,5193.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1144.35,2.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,2257.0,Prestige Clairemont,Kokapet,Hyderabad,2.4,10633.0,Under Construction,Resale,No,Unknown,3.0,2002.18,,,,,No Deposit,Unfurnished,East,,,"Rain Water Harvesting, Car Parking, Gymnasium",
Villa,3,3360.0,Sri Tech Homes,Patancheru,Hyderabad,1.8,5357.0,Under Construction,Resale,No,Unknown,3.0,2980.65,,,,,No Deposit,Unfurnished,East,,,,
Villa,2,1155.0,Adasada Silpa Adasada Bamboo Grove,Sadashivpet,Hyderabad,0.46,3950.0,Under Construction,New,No,Unknown,2.0,1024.6,,500000.0,,,No Deposit,Unfurnished,West,"Road View, Garden View",Freehold,"Car Parking, Multipurpose Room, Indoor Games, Landscaped Gardens, 24 X 7 Security, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Childrens play area, Full Power Backup, Gymnasium, Club House, Vaastu Compliant",
Apartment,3,1875.0,Ncc One Block 6 Block 12 Block 8,Narsingi,Hyderabad,1.4,7500.0,Under Construction,New,Yes,Unknown,3.0,1663.31,14.0,,,,No Deposit,Unfurnished,,,Freehold,Car Parking,
Apartment,3,1324.0,Provident Kenworth,Rajendra Nagar,Hyderabad,0.86,6495.0,Ready to move,New,Yes,New Property,3.0,1174.52,9.0,,,,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,1583.0,Brigade Citadel Phase 1,Moti Nagar,Hyderabad,1.4,8844.0,Under Construction,New,Yes,Unknown,3.0,1404.27,11.0,,,,No Deposit,Unfurnished,,,Freehold,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Club House, Multipurpose Room, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool",
Villa,3,3261.0,Saket Bhu Sattva,Kompally,Hyderabad,1.52,4661.0,Under Construction,New,No,Unknown,,2892.82,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Rain Water Harvesting, Childrens play area, Staff Quarter, Club House, Multipurpose Room, Swimming Pool, Car Parking, Hospital, School, Shopping Mall, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,3,2597.0,Indis Viva City,Kondapur,Hyderabad,2.41,9300.0,Under Construction,New,No,Unknown,3.0,2303.79,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), Cafeteria, Gymnasium, Club House, Childrens play area",
Apartment,3,1825.0,Sm Krystal Signature,Saroor Nagar,Hyderabad,0.88,4802.0,Ready to move,Resale,Yes,Old Property,3.0,1618.95,6.0,68000.0,,,No Deposit,Unfurnished,,"Garden View, Pool View, Road View",Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Villa,6,5255.0,,Tellapur,Hyderabad,9.45,18000.0,Under Construction,New,No,Unknown,7.0,4661.69,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1875.0,Signature Altius,Kollur,Hyderabad,1.12,5999.0,Under Construction,New,No,Unknown,2.0,1663.31,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), 24 X 7 Security, Landscaped Gardens, Rain Water Harvesting, Intercom, Childrens play area, Full Power Backup, Gymnasium, Club House",
